candidate_key,example_key,source_row,id,context,question,gold_answer,beam_rank,prediction,sequence_score,relative_beam_weight,verbatim_in_context,token_f1_with_gold,automatic_relation,review_batch,acceptance_status,error_type,acceptance_basis,blind_verification_sample,blind_verification_result,screening_rationale
v5_1153_1351_beam3,v5_1153_1351,1153,1351,"However, certain other factors contributed to increasing the ETR, primarily impairment of the 6 PM acquisition and costs associated with this acquisition, both of which are non-deductible expenses for tax purposes. Another factor which increased ETR was the non-recognition of losses incurred in Malta, owing to uncertainty over their future",What caused the increase of the ETR?,"impairment of the 6 PM acquisition and costs associated with this acquisition, both of which are non-deductible expenses for tax purposes. Another factor which increased ETR was the non-recognition of losses incurred in Malta",3,impairment of the 6 PM acquisition,-0.6274023056030273,0.1796707208006136,True,0.3,incomplete,12,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1154_1153_beam4,v5_1154_1153,1154,1153,"The Board attaches importance to matters set out in the Code and applies its principles. However, as a venture capital trust company, most of the Company's day-to-day responsibilities are delegated to third parties and the Directors are all non-executive. Thus, not all the provisions of the Code are directly applicable to the Company.",Why are not all the provisions of the Code directly applicable to the Company?,most of the Company's day-to-day responsibilities are delegated to third parties and the Directors are all non-executive,4,most of the Company's day-to-day responsibilities are delegated to third parties,-0.5912920832633972,0.1637761397318153,True,0.7857142857142858,incomplete,12,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1157_1293_beam1,v5_1157_1293,1157,1293,"At 31 December 2018, the Group was involved in litigation with a customer as a result of a project in which mutually submitted claims were made due to delays in achieving the contractual milestones signed by the consortium to which CAF belongs.",What was the reason the Group was involved in litigation with a customer?,a project in which mutually submitted claims were made due to delays in achieving the contractual milestones signed by the consortium to which CAF belongs,1,a project in which mutually submitted claims were made,-0.0469868034124374,0.4636723878654404,True,0.5294117647058824,incomplete,12,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1158_232_beam5,v5_1158_232,1158,232,"• To comply with the current tax regulations in the communities in which it operates, thus contributing to their economic and social progress, avoiding the concealment of relevant information, the illegal circumvention of tax payments and the obtaining of undue tax benefits.",What are the effects of complying with the current tax regulations in the communities in which this group operates?,"contributing to their economic and social progress, avoiding the concealment of relevant information, the illegal circumvention of tax payments and the obtaining of undue tax benefits",5,contributing to their economic and social progress,-0.7253516316413879,0.1225207170519546,True,0.3636363636363636,incomplete,12,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_1173_1600_beam4,v5_1173_1600,1173,1600,"Cashflow Net cash generated from operating activities was £0.7m (2016: £4.5m). This decrease was largely due to the reduction in our earnings before depreciation and amortisation plus the funding of increases in our inventories, reduction in trade and other payables and our investment in engineering resources.",What were the reasons behind the decrease in net cash generated from operating activities to £0.7m from £4.5m in 2016?,"the reduction in our earnings before depreciation and amortisation plus the funding of increases in our inventories, reduction in trade and other payables and our investment in engineering resources",4,"our earnings before depreciation and amortisation plus the funding of increases in our inventories, reduction in trade and other payables and our investment in engineering resources",-0.2650268971920013,0.1871576824443423,True,0.9454545454545454,incomplete,12,accepted,incomplete,prior_manual_validation,no,,"omits “the reduction in,” changing the causal factor"
v5_1175_1438_beam5,v5_1175_1438,1175,1438,"Specific malus and clawback are not applied to salary. Natural clawback and malus are built in to the structure, given that shares are deferred over a long period and are subject to a number of vesting conditions which, if breached, would result in the Executive Director's salary shares fully lapsing",Why are natural clawback and malus built in to the structure?,shares are deferred over a long period and are subject to a number of vesting conditions,5,shares are deferred over a long period,-1.232453227043152,0.0941667641129533,True,0.6086956521739131,incomplete,12,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1176_1507_beam4,v5_1176_1507,1176,1507,"FTSE Russell revenue increased by 15%, with performance in line with the Group's announced double-digit growth target for FTSE Russell revenue. This performance was driven by increases in AUM levels in benchmarked ETFs and other investable products, as well as strong subscription renewal rates and data sales.","What factors contributed to the Group's performance being in line with the double-digit growth target for FTSE Russell revenue, which increased by 15%?","increases in AUM levels in benchmarked ETFs and other investable products, as well as strong subscription renewal rates and data sales",4,"in AUM levels in benchmarked ETFs and other investable products, as well as strong subscription renewal rates and data sales",-0.2703117728233337,0.1858585355595578,True,0.975609756097561,incomplete,12,accepted,incomplete,prior_manual_validation,no,,omits “increases” and leaves an incomplete causal phrase
v5_1176_1507_beam5,v5_1176_1507,1176,1507,"FTSE Russell revenue increased by 15%, with performance in line with the Group's announced double-digit growth target for FTSE Russell revenue. This performance was driven by increases in AUM levels in benchmarked ETFs and other investable products, as well as strong subscription renewal rates and data sales.","What factors contributed to the Group's performance being in line with the double-digit growth target for FTSE Russell revenue, which increased by 15%?","increases in AUM levels in benchmarked ETFs and other investable products, as well as strong subscription renewal rates and data sales",5,"AUM levels in benchmarked ETFs and other investable products, as well as strong subscription renewal rates and data sales",-0.2932403981685638,0.1816455385163284,True,0.95,incomplete,12,accepted,incomplete,prior_manual_validation,no,,omits the causal increase component
v5_1181_1250_beam3,v5_1181_1250,1181,1250,"We see significant and growing opportunities for our software to enhance the performance of businesses in construction and other sectors, by improving the timeliness, cost-efficiency and risk profiles of customers' projects. Thanks to the dedication and skills of our talented colleagues, Elecosoft is increasingly seen as a market-leading provider of construction software and training, across all phases of a construction project and beyond, in the on-going lifecycle of buildings with an excellent reputation for developing and delivering market leading software to our customers.",What is the impact of the dedication and skills of the colleagues?,"Elecosoft is increasingly seen as a market-leading provider of construction software and training, across all phases of a construction project and beyond, in the on-going lifecycle of buildings with an excellent reputation for developing and delivering market leading software to our customers",3,Elecosoft is increasingly seen as a market-leading provider of construction software,-0.731264054775238,0.1907925022525134,True,0.4150943396226415,incomplete,12,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1188_671_beam3,v5_1188_671,1188,671,Australia's recovery was driven by a surge in exports in the fourth quarter of 2016 as commodity exports picked up robustly and as commodity prices firmed.,What factors drove to the surge in exports in the fourth quarter of 2016?,commodity exports picked up robustly and as commodity prices firmed,3,commodity exports picked up robustly,-1.1213223934173584,0.161871598149965,True,0.6666666666666666,incomplete,12,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1195_1786_beam3,v5_1195_1786,1195,1786,(11) WAIO – BKM Ore Reserves have increased due to Mineral Resource classification upgrades at Newman JV and Mining Area C. CID Ore Reserves have decreased after a processing capability re-evaluation of lower CID. Reserve Life remains the same due to an increase in nominated production rate,What factor led to Ore Reserves increasing?,Mineral Resource classification upgrades at Newman JV and Mining Area C,3,Mineral Resource classification upgrades at Newman JV,-0.9706213474273682,0.2166962819057024,True,0.7777777777777778,incomplete,12,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1211_414_beam4,v5_1211_414,1211,414,"Many of these factors are outside the Group's control. The Group accepts no liability to publicly revise or update these forward-looking statements or adjust them for future events or developments, whether as a result of new information, future events or otherwise, except to the extent legally required.",For what reasons does the Group accept no liability to publicly revise or adjust forward-looking statements for future scenarios?,"new information, future events or otherwise, except to the extent legally required",4,"future events or otherwise, except to the extent legally required",-0.7907669544219971,0.1607470343050232,True,0.9090909090909092,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct leading component of the gold answer while retaining only the later component.
v5_1214_578_beam1,v5_1214_578,1214,578,The deficit is expected to have been cleared by the 2018/19 scheme year as a result of the payment of terminal bonuses by the scheme insurer in respect of member retirements that will take place over the next two years.,What is the reason the deficit is expected to be cleared by the 2018/19 year?,the payment of terminal bonuses by the scheme insurer in respect of member retirements that will take place over the next two years,1,the payment of terminal bonuses by the scheme insurer in respect of member retirements,-0.4682433307170868,0.2489618976315323,True,0.7567567567567568,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1216_1711_beam5,v5_1216_1711,1216,1711,"Premier believes that risk management is just good management, leading to better quality decision-making and improving the likelihood of achieving business objectives. Premier has adopted a framework for risk management based on ISO 31000 principles and guidelines.",What does Premier's belief that risk management is just good management result in?,better quality decision-making and improving the likelihood of achieving business objectives,5,better quality decision-making,-1.6313282251358032,0.0768636256454628,True,0.4285714285714285,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1218_1174_beam5,v5_1218_1174,1218,1174,The Board has reviewed the need for an internal audit function and concluded that this is not currently necessary in view of the small size of the Group and the close supervision by senior management of its day‑to‑day operations.,What factors account for the Board's decision that an internal audit function is not currently necessary?,the small size of the Group and the close supervision by senior management of its day‑to‑day operations,5,the small size of the Group and the close supervision,-1.0866743326187134,0.1057512402597647,True,0.7407407407407407,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_1219_368_beam5,v5_1219_368,1219,368,"MY BEST FAILURE is a digital platform enabling the ENEL group's employees to share our cases of 'constructive failure' as a means of learning, contributing to the creation of a culture unafraid of making mistakes, fostering experimentation and the capacity of taking risks within the global organisation. ENDESA has a considerable interest in working with entrepreneurs and start-ups due to their capacity for disruptive innovation, the use they make of technology, their know-how and their dexterity in developing products and services. The ENEL Innovation Hub Spain continued developing the relationship with the entrepreneurial ecosystems of Spain and Portugal and other European ecosystems and researched European start-ups of interest to the group's companies. Additionally, as part of the ENDESA Energy Challenges platform, the ENERGY FOR ENTREPRENEURS programme was developed as a direct contact to receive proposals directly from both start-ups as well as individual entrepreneurs. (http://endesaenergychallenges.com/es/entrepreneurs/)",What causes the interest of ENDESA in collaborating with enterpreneurs and start-ups?,"their capacity for disruptive innovation, the use they make of technology, their know-how and their dexterity in developing products and services",5,"their capacity for disruptive innovation, the use they make of technology, their know-how",-0.6305577754974365,0.151090068159792,True,0.7647058823529412,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1226_913_beam2,v5_1226_913,1226,913,"The emissions reported are those for operationally controlled facilities of Urban&Civic. Therefore, carbon emissions produced from assets that are not owned by Urban&Civic and where they are acting under a development management agreement for the assets' development are deemed the responsibility of its client and have been excluded from this.",What does it entail that the emissions reported are those for operationally controlled facilities of Urban&Civic?,carbon emissions produced from assets that are not owned by Urban&Civic and where they are acting under a development management agreement for the assets' development are deemed the responsibility of its client and have been excluded from this,2,carbon emissions produced from assets that are not owned by Urban&Civic and where they are acting under a development management agreement for the assets' development are deemed the responsibility of its client,-0.206253245472908,0.2214427874066644,True,0.9142857142857144,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1231_1343_beam2,v5_1231_1343,1231,1343,"Net cash provided by operating activities increased 60% to $4,256.7 million (2016: $2,658.9 million), primarily due to the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts from higher legacy Shire sales and operating profitability","What were the reasons for the 60% increase in net cash provided by operating activities, rising to $4,256.7 million from $2,658.9 million in 2016?",the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts from higher legacy Shire sales and operating profitability,2,the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts from higher legacy Shire sales,-0.360706090927124,0.184504498477763,True,0.9333333333333332,incomplete,13,accepted,incomplete,prior_manual_validation,no,,omits “and operating profitability”
v5_1231_1343_beam5,v5_1231_1343,1231,1343,"Net cash provided by operating activities increased 60% to $4,256.7 million (2016: $2,658.9 million), primarily due to the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts from higher legacy Shire sales and operating profitability","What were the reasons for the 60% increase in net cash provided by operating activities, rising to $4,256.7 million from $2,658.9 million in 2016?",the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts from higher legacy Shire sales and operating profitability,5,the inclusion of a full year of legacy Baxalta operating cash flows and strong cash receipts,-0.3685159385204315,0.1830691586525639,True,0.8,incomplete,13,accepted,incomplete,prior_manual_validation,no,,omits the explanation of where the cash receipts came from
v5_1232_1751_beam5,v5_1232_1751,1232,1751,"We also understand there is a need to provide better pricing to customers. This will involve a move away from promotional offers and vouchers, and towards a simpler, more competitive approach. We therefore initiated pricing changes in the fourth quarter with the Switch & Save campaign.",Why did they initiate pricing changes in the fourth quarter with the Switch & Save campaign?,"We also understand there is a need to provide better pricing to customers. This will involve a move away from promotional offers and vouchers, and towards a simpler, more competitive approach",5,We also understand there is a need to provide better pricing to customers. This will involve a move away from promotional offers and vouchers,-0.3745462596416473,0.1846242509557556,True,0.8363636363636364,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1234_634_beam3,v5_1234_634,1234,634,The group's results in 2017 have been adversely impacted by the significant losses incurred by CCD's home credit business as a result of the operational disruption following the transition to a new operating model and the estimated costs associated with the resolution of the FCA investigation into Vanquis Bank and the current status of the FCA investigation into Moneybarn.,"What factors drove the losses incurred by CCD's home credit business, which negatively impacted the Group's results in 2017?",the operational disruption following the transition to a new operating model and the estimated costs associated with the resolution of the FCA investigation into Vanquis Bank and the current status of the FCA investigation into Moneybarn,3,the operational disruption following the transition to a new operating model and the estimated costs associated with the resolution of the FCA investigation into Vanquis Bank,-0.2339479029178619,0.214695144305652,True,0.8387096774193548,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1243_900_beam4,v5_1243_900,1243,900,The cost of benefit provision will depend on the cost to the Company of providing individual items and the individual's circumstances and therefore there is no maximum value.,Why is there no maximum value?,The cost of benefit provision will depend on the cost to the Company of providing individual items and the individual's circumstances,4,The cost of benefit provision will depend on the cost to the Company of providing individual items,-0.5642586946487427,0.1687838126542069,True,0.8947368421052632,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1254_752_beam1,v5_1254_752,1254,752,As part of the Company's cost reduction programme it was agreed that there would be no salary increase for colleagues not involved in collective bargaining for 2017/18 and consequently no salary increases are proposed for the CEO and CFO. The CEO's salary therefore remains unchanged since his appointment in 2013.,Why were there no salary increases proposed for the CEO and CFO?,As part of the Company's cost reduction programme it was agreed that there would be no salary increase for colleagues not involved in collective bargaining for 2017/18,1,it was agreed that there would be no salary increase for colleagues not involved in collective bargaining for 2017/18,-0.1310108751058578,0.2109861181857083,True,0.8260869565217391,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a meaningful leading causal or effect component, changing the answer."
v5_1265_1047_beam4,v5_1265_1047,1265,1047,"Due to the diversity of our ODS customer portfolio, the impacts of foreign currency were not as significant and, on a constant currency basis, ODS revenue growth was similar, at 140%. Revenue 2017 £'000s 2016 £'000s Movement % Software implementation 44,764 47,881 (7%) ODS 21,164 8,667 144% Maintenance 21,849 16,732",What has the diversity of their ODS customer portfolio led to?,"the impacts of foreign currency were not as significant and, on a constant currency basis, ODS revenue growth was similar, at 140%",4,the impacts of foreign currency were not as significant,-0.7344613075256348,0.1663440191449963,True,0.5806451612903226,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1270_559_beam5,v5_1270_559,1270,559,The members of the Committee consider that they have the requisite financial skills and experience to fulfill the responsibilities of the Committee. The Board believes it was appropriate for Mr Ferguson to be a member of the Committee as he is considered to be independent and there are no conflicts of interest. The Committee's authority and duties are clearly defined within its written terms of reference which are available on request from the Company Secretary and at www.monksinvestmenttrust.co.uk.,What drives the Board to deem it appropriate for Mr. Ferguson to be a member of the Committee?,he is considered to be independent and there are no conflicts of interest,5,he is considered to be independent,-1.471021294593811,0.0939198446083328,True,0.631578947368421,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1272_1235_beam2,v5_1272_1235,1272,1235,"The gross margin of Accessories & Other fell 4.8 percentage points to 29.4%. This decline was due to the first-time contribution of virtual reality device sales launched in the period, which attract a lower margin than the category average as well as year-on-year decline in the gross margin achieved",What caused the gross margin of Accessories & Other to fall by 4.8 percentage points to 29.4%?,"the first-time contribution of virtual reality device sales launched in the period, which attract a lower margin than the category average as well as year-on-year decline in the gross margin achieved",2,first-time contribution of virtual reality device sales launched in the period,-0.7622767686843872,0.2480591295205529,True,0.4761904761904761,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1273_573_beam2,v5_1273_573,1273,573,The annual bonus targets will have a 90% weighting based on performance under an agreed balanced scorecard which includes an element of risk appraisal. Within the scorecard at least 50% of the bonus will be based on financial performance. 10% of bonus will be based on personal performance targets.,What determines the weighting of the annual bonus targets?,performance under an agreed balanced scorecard which includes an element of risk appraisal,2,performance under an agreed balanced scorecard,-0.7270092964172363,0.2557444538037609,True,0.631578947368421,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1277_1457_beam2,v5_1277_1457,1277,1457,"The Refining and Upstream business account for 84% of total water discharges. Water discharges increased by 23% from 2017 due to the increase by 23% compared to 2017 due to the increase in production of assets in Malaysia, and the increase in offshore drilling activities in 2018. The majority of the water discharged in offshore drilling is cooling water.","What are the key drivers of discharges increasing by 23% from 2017 regarding the Refining and Upstream business, which account for 84% of total water discharges?","the increase by 23% compared to 2017 due to the increase in production of assets in Malaysia, and the increase in offshore drilling activities in 2018",2,the increase by 23% compared to 2017,-0.3142579793930053,0.203892341050602,True,0.4242424242424242,incomplete,13,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1281_1028_beam2,v5_1281_1028,1281,1028,"In summary, what we are trying to achieve at Centrica is not easy. In fact, it is one of the most ambitious changes attempted by any company in one of the most competitive and challenging sectors of the economy. But we are not doing this out of ambition. We are doing this because it is absolutely necessary for the future of this business that we adapt to the changes in the energy landscape and that we find new ways to meet the changing needs of our customers.",What is the reason for Centrica attempting these ambitious changes?,it is absolutely necessary for the future of this business that we adapt to the changes in the energy landscape and that we find new ways to meet the changing needs of our customers,2,it is absolutely necessary for the future of this business that we adapt to the changes in the energy landscape,-0.4234126806259155,0.2655599991121696,True,0.7407407407407407,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1282_969_beam2,v5_1282_969,1282,969,"– IFRS profits of £23.6m, including £18.4m earned by Scildon since acquisition, largely due to favourable investment conditions which have not been offset by reserve movements.","What was the main reason for the IFRS profits of £23.6m, including £18.4m earned by Scildon since acquisition?",favourable investment conditions which have not been offset by reserve movements,2,favourable investment conditions,-0.1609309613704681,0.2708756621992686,True,0.4285714285714285,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1289_1315_beam5,v5_1289_1315,1289,1315,"The vesting of the awards is also subject to a discretionary performance underpin, which takes into consideration a number of factors including Company TSR and cash flow performance over the period. The Committee considered these factors along with the underlying performance of the business, and determined that the formulaic level of vesting was appropriate. Awards will therefore vest in December 2017, subject to continued employment on the vesting date.",What are the implications of the Committee finding the formulaic vesting level appropriate after reviewing these factors and the business performance?,"Awards will therefore vest in December 2017, subject to continued employment on the vesting date",5,Awards will therefore vest in December 2017,-0.4582158327102661,0.1735768621679184,True,0.5454545454545455,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_1291_301_beam1,v5_1291_301,1291,301,"We were very pleased to receive unanimous approval for the policy. We do not propose making any changes to the policy this year. Therefore, the main elements of the Executive Directors' packages will remain as follows: • Base salaries Salary levels (as well as overall remuneration opportunity) will be positioned to reflect experience and responsibility. • Mark Kelly's and Michael Scott's current salaries are £367,200 and £234,600 respectively. In line with other Eurocell employees, with effect from 1 April 2018, these salaries will be increased by 2%.",What will be the implications of not proposing any change to the policy this year?,"the main elements of the Executive Directors' packages will remain as follows: • Base salaries Salary levels (as well as overall remuneration opportunity) will be positioned to reflect experience and responsibility. • Mark Kelly's and Michael Scott's current salaries are £367,200 and £234,600 respectively. In line with other Eurocell employees, with effect from 1 April 2018, these salaries will be increased by 2%",1,"the main elements of the Executive Directors' packages will remain as follows: • Base salaries Salary levels (as well as overall remuneration opportunity) will be positioned to reflect experience and responsibility. • Mark Kelly's and Michael Scott's current salaries are £367,200 and £234,600 respectively",-0.0847428143024444,0.2671401369183344,True,0.8037383177570094,incomplete,13,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a complete, meaningful portion of the gold answer while remaining usable."
v5_1294_65_beam2,v5_1294_65,1294,65,"Throughout the year, Naturgy undertook relevant changes in its corporate governance based on a leaner structure and simpler corporate regulations, leading to a more agile decision-making process.",What contributed to a more flexible decision-making structure?,Naturgy undertook relevant changes in its corporate governance based on a leaner structure and simpler corporate regulations,2,Naturgy undertook relevant changes in its corporate governance based on a leaner structure,-0.6045461893081665,0.2195485754168871,True,0.8666666666666666,incomplete,13,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1316_1114_beam5,v5_1316_1114,1316,1114,"Due to the changing nature of the business and the evolution of the Ignite strategy, this is an area which is likely to become increasingly important over time and as such was also a key consideration when planning the succession of Board members.",What factors contribute to this area likely becoming increasingly important over time?,the changing nature of the business and the evolution of the Ignite strategy,5,the changing nature of the business,-1.446454405784607,0.0890870891651616,True,0.631578947368421,incomplete,14,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1319_493_beam5,v5_1319_493,1319,493,"Due to its global risk scope, the Integrated Risk Management and Control System is continuously updated to include new risks that might affect the Group as a result of changes in the environment or revised objectives and strategies, as well as updates that arise from lessons learned from monitoring and controlling the system.",Why is the Integrated Risk Management and Control System continuously updated to address new global risks?,"changes in the environment or revised objectives and strategies, as well as updates that arise from lessons learned from monitoring and controlling the system",5,changes in the environment or revised objectives and strategies,-0.5649168491363525,0.1545219685087114,True,0.4848484848484848,incomplete,14,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1324_650_beam3,v5_1324_650,1324,650,"• As external threats become more sophisticated, and the potential impact of service disruption increases, we continue to invest in cyber security. Recognising that this risk cannot be eliminated, we have implemented significant protective measures which will need to be continuously enhanced.",What are the consequences of recognising that this risk cannot be eliminated?,we have implemented significant protective measures which will need to be continuously enhanced,3,we have implemented significant protective measures,-0.7907577753067017,0.1619482049269331,True,0.631578947368421,incomplete,14,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1326_1145_beam1,v5_1326_1145,1326,1145,"The Co-brand portfolio has successfully integrated product offerings with its two new retailers, Amazon and TUI, which, alongside growth from existing retailers, resulted in 19% receivables growth.",What factors account for the 19% growth in receivables?,"The Co-brand portfolio has successfully integrated product offerings with its two new retailers, Amazon and TUI, which, alongside growth from existing retailers",1,"The Co-brand portfolio has successfully integrated product offerings with its two new retailers, Amazon and TUI",-0.2955123484134674,0.3395749625852418,True,0.7894736842105263,incomplete,14,accepted,incomplete,blind_verification_sample_user_confirmed,yes,user_confirmed_valid,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1327_400_beam2,v5_1327_400,1327,400,"People costs continue to be the largest component of operating expenses and have risen 31% year-on-year due to new store growth and the further expansion of our specialist support functions. Occupancy costs increased 19% to £30.9 million, as a result of the store openings.",What was the consequence of new store growth and the further expansion of their specialist support functions?,People costs continue to be the largest component of operating expenses and have risen 31% year-on-year,2,People costs continue to be the largest component of operating expenses and have risen 31%,-0.4409012198448181,0.213337458057591,True,0.967741935483871,incomplete,14,accepted,incomplete,prior_manual_validation,no,,omits “year-on-year” from the effect
v5_1327_400_beam3,v5_1327_400,1327,400,"People costs continue to be the largest component of operating expenses and have risen 31% year-on-year due to new store growth and the further expansion of our specialist support functions. Occupancy costs increased 19% to £30.9 million, as a result of the store openings.",What was the consequence of new store growth and the further expansion of their specialist support functions?,People costs continue to be the largest component of operating expenses and have risen 31% year-on-year,3,People costs continue to be the largest component of operating expenses and have risen,-0.4855400323867798,0.2040237501969468,True,0.9333333333333332,incomplete,14,accepted,incomplete,prior_manual_validation,no,,omits the magnitude and year-on-year detail
v5_1327_400_beam5,v5_1327_400,1327,400,"People costs continue to be the largest component of operating expenses and have risen 31% year-on-year due to new store growth and the further expansion of our specialist support functions. Occupancy costs increased 19% to £30.9 million, as a result of the store openings.",What was the consequence of new store growth and the further expansion of their specialist support functions?,People costs continue to be the largest component of operating expenses and have risen 31% year-on-year,5,People costs continue to be the largest component of operating expenses,-0.7279592752456665,0.1601029693606317,True,0.8148148148148148,incomplete,14,accepted,incomplete,prior_manual_validation,no,,"omits the rise itself, which is essential to the effect"
v5_1334_1612_beam5,v5_1334_1612,1334,1612,"In total, India's national production volumes for 2017 were up on 2016, primarily due to higher production in south India and increasing volumes from the Bought Leaf sector. Costs continue to rise through wage and general inflation which, without compensatory increases in the market price, creates margin pressure.",What factors caused India's national production volumes for 2017 to be higher than in 2016?,higher production in south India and increasing volumes from the Bought Leaf sector,5,higher production in south India and increasing volumes,-1.149410843849182,0.1130485035798734,True,0.761904761904762,incomplete,14,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits the causal or explanatory tail needed to complete the gold answer.
v5_1335_809_beam4,v5_1335_809,1335,809,"In the Marine and Technology division, operating profit increased by 9.7%, with margin improvement driven by contract performance, including in our Australian joint venture, and an increase in Research and Development tax credits.",What factors contributed to the 9.7% increase in operating profit and the improvement in margin in the Marine and Technology division?,"contract performance, including in our Australian joint venture, and an increase in Research and Development tax credits",4,"contract performance, including in our Australian joint venture",-0.8625866174697876,0.1976482774565509,True,0.56,incomplete,14,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
v5_1338_1569_beam4,v5_1338_1569,1338,1569,"Non-interest income reduced by £11m (6.0%), largely driven by a reduction in fees and commission income.",What did a reduction in fees and commission income translate to?,Non-interest income reduced by £11m (6.0%),4,£11m (6.0%),-0.9898685812950134,0.1251515870113656,True,0.5,incomplete,14,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,"Omits a meaningful leading causal or effect component, changing the answer."
v5_1346_808_beam5,v5_1346_808,1346,808,"In May, we successfully completed the integration of Bank Republic, well ahead of schedule. As a result, we have expanded our distribution network and increased our client base by around 380,000 customers, all of whom now have full access to our innovative range of products and services.",What was the consequence of successfully completing the integration of Bank Republic in May?,"we have expanded our distribution network and increased our client base by around 380,000 customers, all of whom now have full access to our innovative range of products and services",5,we have expanded our distribution network,-1.5379918813705444,0.0712057220470555,True,0.3333333333333333,incomplete,14,accepted,incomplete,screening_method_accepted_after_50_of_50_audit,no,,Omits a distinct coordinated component of the gold answer while remaining a usable span.
